quarter,department,targeted_productivity,smv,wip,over_time,incentive,idle_time,no_of_style_change,no_of_workers,actual_productivity
Quarter2,sweing,0.65,30.1,909,7080,0,0,1,59,0.535677966
Quarter2,sweing,0.5,11.41,1039,2280,0,0,2,55,0.50012336
Quarter2,sweing,0.8,29.12,14,6960,0,0,0,58,0.497885057
Quarter2,sweing,0.65,30.1,1193,7080,0,0,1,59,0.463403955
Quarter2,sweing,0.8,22.52,10,6000,0,0,0,50,0.441392
Quarter2,sweing,0.35,30.1,770,6960,0,0,1,58,0.350301724
Quarter2,sweing,0.8,22.52,1416,6840,113,0,0,57,1.000230409
Quarter2,finishing,0.7,4.15,,1800,0,0,0,15,0.929277778
Quarter2,finishing,0.75,4.15,,2400,0,0,0,20,0.902916667
Quarter2,finishing,0.8,4.08,,1080,0,0,0,9,0.800888889
Quarter2,sweing,0.8,15.26,942,4080,63,0,0,34,0.800401961
Quarter2,sweing,0.8,22.52,674,3660,63,0,0,57,0.80037492
Quarter2,finishing,0.8,3.94,,1440,0,0,0,12,0.796208333
Quarter2,sweing,0.75,30.1,481,7140,0,0,1,59,0.750392157
Quarter2,sweing,0.75,30.1,664,7140,56,0,0,59,0.750392157
Quarter2,finishing,0.7,4.15,,960,0,0,0,8,0.725625
Quarter2,sweing,0.7,30.1,824,5160,0,0,1,60,0.700206125
Quarter2,sweing,0.7,30.1,957,7200,0,0,1,60,0.602
Quarter2,sweing,0.6,11.41,1039,2280,23,0,2,55,0.600447507
Quarter2,sweing,0.8,18.79,822,4080,0,0,0,34,0.557252451
Quarter2,sweing,0.5,30.1,1261,6960,30,0,1,58,0.500801724
Quarter2,finishing,0.8,2.9,,960,0,0,0,8,0.483333333
Quarter2,finishing,0.8,3.94,,960,0,0,0,8,0.238041667
Quarter3,finishing,0.8,3.94,,960,0,0,0,8,1.1204375
Quarter3,finishing,0.8,3.94,,960,0,0,0,8,1.108125
Quarter3,sweing,0.8,22.52,1420,6840,113,0,0,57,1.000230409
Quarter3,finishing,0.8,4.08,,1080,0,0,0,9,0.876444444
Quarter3,sweing,0.8,15.26,1120,1440,50,0,0,34,0.800806306
Quarter3,finishing,0.75,4.15,,240,0,0,0,2,0.760833333
Quarter3,sweing,0.8,30.1,679,7140,0,0,0,59.5,0.722568627
Quarter3,finishing,0.6,2.9,,1200,0,0,0,10,0.715333333
Quarter3,sweing,0.7,30.1,881,7080,0,0,1,59,0.700632768
Quarter3,sweing,0.7,30.1,507,5880,40,2,1,59,0.700573099
Quarter3,sweing,0.75,18.79,814,4080,0,0,0,34,0.681598039
Quarter3,sweing,0.65,11.41,700,2640,23,0,2,53,0.650223718
Quarter3,finishing,0.7,4.15,,960,0,0,0,8,0.605208333
Quarter3,finishing,0.8,2.9,,960,0,0,0,8,0.604166667
Quarter3,sweing,0.75,30.1,919,7140,0,0,1,59.5,0.598627451
Quarter3,sweing,0.6,30.1,1361,6960,30,0,1,58,0.475718391
Quarter3,sweing,0.8,22.52,12,6900,0,0,0,57.5,0.432122899
Quarter3,finishing,0.75,4.15,,2400,0,0,0,20,0.287041667
Quarter3,sweing,0.5,18.79,1688,5280,0,0,1,54,0.283054487
Quarter3,sweing,0.8,22.52,1422,6840,113,0,0,57,1.000230409
Quarter3,finishing,0.8,3.94,,1200,0,0,0,10,0.960433333
Quarter3,finishing,0.8,4.08,,1080,0,0,0,9,0.891555556
Quarter3,finishing,0.5,4.15,,960,0,0,0,8,0.864583333
Quarter3,sweing,0.65,30.1,1263,600,63,0,1,58,0.802243319
Quarter3,sweing,0.8,30.1,461,0,0,0,0,59,0.800980392
Quarter3,sweing,0.8,15.26,1079,3720,38,0,0,34,0.800312375
Quarter3,finishing,0.8,2.9,,960,0,0,0,8,0.773333333
Quarter3,sweing,0.75,18.79,895,3960,0,0,0,33,0.75065101
Quarter3,sweing,0.75,30.1,912,7020,0,0,1,58,0.750356125
Quarter3,finishing,0.75,4.15,,1800,0,0,0,15,0.722333333
Quarter3,sweing,0.7,30.1,784,600,30,0,1,59,0.700459889
Quarter3,finishing,0.75,4.15,,1200,0,0,0,10,0.629416667
Quarter3,sweing,0.7,30.1,7,7080,27,2,2,59,0.621971751
Quarter3,sweing,0.7,11.41,680,2160,30,0,2,54,0.565972222
Quarter3,sweing,0.6,18.22,1131,5280,0,0,1,44,0.35542803
Quarter3,sweing,0.6,18.79,2103,5400,0,0,1,54,0.329964879
Quarter3,finishing,0.7,4.15,,1800,0,0,0,15,0.258
Quarter3,sweing,0.8,22.52,1445,6840,113,0,0,57,1.000230409
Quarter3,finishing,0.8,3.94,,960,0,0,0,8,0.927541667
Quarter3,finishing,0.7,5.13,,1200,0,0,0,10,0.91375
Quarter3,finishing,0.8,5.13,,1080,0,0,0,9,0.9025
Quarter3,sweing,0.8,15.26,1133,4080,38,0,0,34,0.800401961
Quarter3,finishing,0.5,5.13,,1800,0,0,0,15,0.7866
Quarter3,sweing,0.75,18.79,726,3360,0,0,0,33,0.750621354
Quarter3,sweing,0.75,30.1,849,7020,45,0,1,58,0.750356125
Quarter3,finishing,0.8,2.9,,960,0,0,0,8,0.749166667
Quarter3,sweing,0.7,30.1,562,840,30,0,1,59,0.700888203
Quarter3,sweing,0.7,11.41,1054,3420,30,0,2,56,0.700614035
Quarter3,sweing,0.7,30.1,1422,6960,50,0,1,58,0.700603448
Quarter3,finishing,0.75,5.13,,960,0,0,0,8,0.656666667
Quarter3,sweing,0.8,30.1,680,7140,0,0,0,59,0.653431373
Quarter3,sweing,0.65,18.79,2120,5520,0,0,1,51,0.650134
Quarter3,sweing,0.6,29.4,179,0,23,5,2,58,0.600982906
Quarter3,finishing,0.8,3.94,,960,0,0,0,8,0.586041667
Quarter3,finishing,0.8,5.13,,1800,0,0,0,15,0.5814
Quarter3,sweing,0.5,30.33,838,6720,0,0,1,56,0.361071429
Quarter3,sweing,0.65,18.22,741,0,0,8,1,49,0.302117347
Quarter3,finishing,0.8,5.13,,1200,0,0,0,10,0.9918
Quarter3,finishing,0.8,2.9,,1440,0,0,0,12,0.936861111
Quarter3,finishing,0.8,5.13,,1440,0,0,0,12,0.919125
Quarter3,sweing,0.7,11.41,685,3360,30,0,2,56,0.8211125
Quarter3,sweing,0.8,30.1,864,480,50,0,1,58,0.800980392
Quarter3,sweing,0.8,30.1,511,0,0,0,0,59,0.800980392
Quarter3,sweing,0.8,15.26,1095,4080,63,0,0,34,0.800401961
Quarter3,sweing,0.8,22.52,1374,3960,63,0,0,57,0.800279693
Quarter3,sweing,0.75,18.79,759,3960,34,0,0,33,0.75065101
Quarter3,sweing,0.75,30.1,553,2280,45,0,1,59,0.75053268
Quarter3,finishing,0.75,5.13,,960,0,0,0,8,0.734645833
Quarter3,sweing,0.7,30.1,1057,0,40,0,1,58,0.700603448
Quarter3,sweing,0.7,18.79,1587,4560,30,0,1,51,0.70009573
Quarter3,finishing,0.7,5.13,,960,0,0,0,8,0.671875
Quarter3,finishing,0.8,3.94,,960,0,0,0,8,0.64025
Quarter3,finishing,0.7,5.13,,960,0,0,0,8,0.58
Quarter3,finishing,0.8,3.94,,960,0,0,0,8,0.549791667
Quarter3,sweing,0.6,30.33,868,6840,0,0,1,57,0.328131579
Quarter3,sweing,0.7,19.68,1119,5640,0,8,1,47,0.303574468
Quarter3,finishing,0.5,5.13,,960,0,0,0,8,0.2565
Quarter3,sweing,0.65,29.4,962,4560,0,4.5,2,57,0.251399254
Quarter3,finishing,0.5,5.13,,2880,0,0,0,12,0.81640625
Quarter3,sweing,0.8,15.26,1126,1080,38,0,0,34,0.800711494
Quarter3,sweing,0.8,22.52,265,3840,63,0,0,57,0.800470513
Quarter3,sweing,0.8,30.1,859,7020,63,0,1,58.5,0.800094017
Quarter3,sweing,0.8,30.1,276,600,63,3.5,0,59.5,0.799982853
Quarter3,finishing,0.8,2.9,,4320,0,0,0,18,0.785864198
Quarter3,sweing,0.75,18.79,899,3960,56,0,0,33,0.75065101
Quarter3,finishing,0.8,3.94,,2400,0,0,0,10,0.733277778
Quarter3,finishing,0.8,5.13,,3600,0,0,0,15,0.710125
Quarter3,sweing,0.7,30.1,247,6960,50,0,1,58,0.700603448
Quarter3,sweing,0.7,11.41,653,3480,30,0,2,58,0.700540441
Quarter3,sweing,0.7,29.4,1116,6240,0,0,2,57,0.7
Quarter3,finishing,0.75,5.13,,1920,0,0,0,8,0.684027778
Quarter3,finishing,0.7,5.13,,1920,0,0,0,8,0.672135417
Quarter3,sweing,0.7,18.79,1603,6120,30,0,1,51,0.638614379
Quarter3,finishing,0.75,5.13,,1920,0,0,0,8,0.631354167
Quarter3,sweing,0.75,30.1,444,0,0,5,1,59,0.611140537
Quarter3,finishing,0.8,5.13,,2160,0,0,0,9,0.609583333
Quarter3,sweing,0.65,30.33,841,6840,0,0,1,57,0.585315789
Quarter3,sweing,0.7,19.68,1410,5760,0,0,1,48,0.249416667
Quarter4,finishing,0.5,5.13,,1800,0,0,0,15,0.8721
Quarter4,finishing,0.8,2.9,,960,0,0,0,8,0.8319375
Quarter4,finishing,0.8,5.13,,4800,0,0,0,20,0.8300625
Quarter4,finishing,0.6,2.9,,2880,0,0,0,12,0.805555556
Quarter4,sweing,0.8,15.26,1103,4080,63,0,0,34,0.800401961
Quarter4,sweing,0.8,30.1,922,5820,63,0,1,59,0.80000295
Quarter4,finishing,0.8,5.13,,2400,0,0,0,10,0.78375
Quarter4,finishing,0.8,3.94,,2400,0,0,0,10,0.753525
Quarter4,sweing,0.75,18.79,1055,3960,45,0,0,33,0.75065101
Quarter4,finishing,0.8,3.94,,2880,0,0,0,12,0.727349537
Quarter4,sweing,0.7,29.4,1146,6840,40,0,2,57,0.700614035
Quarter4,sweing,0.7,30.33,746,6840,0,0,1,57,0.700605263
Quarter4,sweing,0.75,11.41,834,3480,0,0,2,58,0.672140805
Quarter4,sweing,0.7,18.79,1717,3240,30,0,1,57,0.627011183
Quarter4,sweing,0.7,30.1,1041,8160,33,0,2,58,0.626577778
Quarter4,sweing,0.7,21.25,1531,6000,0,0,1,50,0.456875
Quarter4,sweing,0.75,30.1,627,6960,0,3.5,1,58,0.393548851
Quarter4,finishing,0.8,3.94,,960,0,0,0,8,0.385791667
Quarter4,sweing,0.8,30.1,450,5700,0,4.5,0,60,0.307501459
Quarter4,finishing,0.7,5.13,,960,0,0,0,8,0.283958333
Quarter4,finishing,0.8,3.94,,2400,0,0,0,20,0.955791667
Quarter4,finishing,0.7,5.13,,960,0,0,0,8,0.930416667
Quarter4,finishing,0.8,5.13,,1080,0,0,0,9,0.9025
Quarter4,finishing,0.8,5.13,,2160,0,0,0,18,0.87115
Quarter4,sweing,0.8,15.26,1060,4080,63,0,0,34,0.800401961
Quarter4,sweing,0.8,30.1,891,7140,38,0,1,59,0.800137255
Quarter4,sweing,0.8,30.1,541,7140,38,0,0,59,0.800137255
Quarter4,sweing,0.75,30.1,709,6960,45,0,1,58,0.750770115
Quarter4,sweing,0.75,18.79,1100,3960,45,0,0,33,0.75065101
Quarter4,sweing,0.75,11.41,826,2820,0,0,2,58,0.750293939
Quarter4,sweing,0.7,30.33,577,2160,30,0,1,58,0.700623
Quarter4,sweing,0.7,29.4,1094,6840,40,0,2,57,0.700614035
Quarter4,sweing,0.7,29.4,1228,6960,30,0,2,58,0.700362069
Quarter4,sweing,0.7,18.79,1641,6000,40,0,1,50,0.60128
Quarter4,sweing,0.7,21.25,1583,6000,0,0,1,50,0.417916667
Quarter4,finishing,0.8,2.9,,960,0,0,0,8,0.3715625
Quarter4,finishing,0.8,2.9,,960,0,0,0,8,0.3715625
Quarter4,finishing,0.8,5.13,,960,0,0,0,8,0.36871875
Quarter4,finishing,0.7,5.13,,960,0,0,0,8,0.356458333
Quarter4,finishing,0.7,2.9,,1800,0,0,0,15,0.902222222
Quarter4,finishing,0.8,4.6,,1440,0,0,0,12,0.811388889
Quarter4,sweing,0.8,15.26,1062,4080,50,0,0,34,0.800401961
Quarter4,sweing,0.8,30.1,450,7140,50,0,0,60,0.800137255
Quarter4,sweing,0.8,30.1,901,6480,50,0,1,59,0.800071839
Quarter4,finishing,0.7,4.6,,960,0,0,0,8,0.791458333
Quarter4,sweing,0.75,30.1,739,5640,45,0,1,59,0.750727326
Quarter4,sweing,0.75,18.79,913,3360,45,0,0,33,0.75065101
Quarter4,sweing,0.75,11.61,698,3360,34,0,2,57,0.750437269
Quarter4,sweing,0.75,29.4,1172,5340,45,0,2,60,0.750176991
Quarter4,finishing,0.75,2.9,,1800,0,0,0,15,0.726933333
Quarter4,finishing,0.7,2.9,,1800,0,0,0,15,0.726933333
Quarter4,sweing,0.7,30.33,408,1680,30,0,1,59,0.700623
Quarter4,sweing,0.7,29.4,1079,4560,40,0,2,58,0.700518519
Quarter4,sweing,0.7,18.79,1068,3000,30,0,1,52,0.700256795
Quarter4,finishing,0.7,2.9,,960,0,0,0,8,0.5046875
Quarter4,sweing,0.7,21.25,1834,6360,0,0,1,53,0.471108491
Quarter4,finishing,0.7,3.9,,960,0,0,0,8,0.325
Quarter4,sweing,0.6,22.53,708,5040,0,0,1,42,0.268214286
Quarter4,sweing,0.75,18.79,1085,6240,56,0,1,52,0.970816667
Quarter4,finishing,0.8,4.6,,1080,0,0,0,9,0.902962963
Quarter4,finishing,0.8,4.6,,2400,0,0,0,20,0.900833333
Quarter4,finishing,0.8,4.6,,1800,0,0,0,15,0.899555556
Quarter4,finishing,0.7,2.9,,1200,0,0,0,10,0.845833333
Quarter4,sweing,0.8,30.1,323,4080,50,0,1,59,0.800808642
Quarter4,sweing,0.8,15.26,1053,4080,50,0,0,34,0.800401961
Quarter4,sweing,0.8,30.1,786,7080,50,0,2,59,0.800115819
Quarter4,sweing,0.75,18.79,1003,3960,45,0,1,33,0.75065101
Quarter4,sweing,0.75,11.61,635,3360,45,0,0,57,0.750503571
Quarter4,sweing,0.75,29.4,1283,6960,45,0,2,58,0.750206897
Quarter4,sweing,0.7,29.4,847,6960,30,0,1,58,0.700362069
Quarter4,sweing,0.7,30.33,361,3960,30,0,1,58,0.700069811
Quarter4,sweing,0.7,21.82,1653,6240,0,0,2,52,0.700058333
Quarter4,finishing,0.75,4.6,,960,0,0,0,8,0.676666667
Quarter4,finishing,0.7,4.6,,960,0,0,0,8,0.658541667
Quarter4,sweing,0.8,30.1,15,1200,49,0,1,59,0.598792339
Quarter4,sweing,0.65,22.53,762,5040,0,0,1,42,0.581130952
Quarter4,finishing,0.7,3.9,,960,0,0,0,8,0.440375
Quarter4,finishing,0.75,2.9,,960,0,0,0,8,0.410833333
Quarter4,finishing,0.7,2.9,,960,0,0,0,8,0.410833333
Quarter4,finishing,0.8,4.6,,6300,0,0,0,15,0.921703704
Quarter4,finishing,0.8,4.6,,7560,0,0,0,18,0.921604938
Quarter4,sweing,0.8,30.1,694,4080,50,0,1,59,0.800808642
Quarter4,sweing,0.8,11.61,816,2820,50,0,2,57,0.800516667
Quarter4,sweing,0.8,15.26,1065,4080,63,0,0,34,0.800401961
Quarter4,finishing,0.5,3.94,,3360,0,0,0,8,0.768847222
Quarter4,sweing,0.75,18.79,912,3960,45,0,0,33,0.75065101
Quarter4,sweing,0.75,29.4,1244,6840,45,0,2,57,0.750473684
Quarter4,sweing,0.75,18.79,1020,5640,45,0,1,52,0.750371895
Quarter4,sweing,0.75,29.4,916,6960,56,0,2,58,0.750206897
Quarter4,sweing,0.7,21.82,1591,3240,0,0,1,52,0.700251773
Quarter4,sweing,0.7,30.33,398,6960,0,0,1,58,0.66237931
Quarter4,finishing,0.8,4.6,,3780,0,0,0,9,0.590617284
Quarter4,finishing,0.7,3.9,,960,0,0,0,8,0.5565625
Quarter4,sweing,0.8,30.1,437,7080,32,0,2,59,0.495617514
Quarter4,sweing,0.35,27.48,413,6840,38,0,1,57,0.449964912
Quarter4,finishing,0.7,2.9,,3360,0,0,0,8,0.410833333
Quarter4,finishing,0.75,2.9,,960,0,0,0,8,0.4078125
Quarter4,sweing,0.35,26.66,1164,6600,23,0,2,55,0.378895152
Quarter4,finishing,0.75,4.6,,3360,0,0,0,8,0.376597222
Quarter4,finishing,0.75,2.9,,3360,0,0,0,8,0.271875
Quarter4,finishing,0.8,4.6,,6300,0,0,0,15,0.921703704
Quarter4,finishing,0.8,4.6,,7560,0,0,0,18,0.921604938
Quarter4,sweing,0.8,11.61,954,0,50,0,2,58,0.800779018
Quarter4,sweing,0.8,15.26,1194,1700,62,0,0,34,0.800260821
Quarter4,sweing,0.8,30.1,644,840,38,0,1,59,0.799982853
Quarter4,finishing,0.5,3.94,,3360,0,0,0,8,0.768847222
Quarter4,sweing,0.75,29.4,1144,4440,45,0,2,57,0.750716981
Quarter4,sweing,0.75,18.79,1012,3960,45,0,0,33,0.75065101
Quarter4,sweing,0.75,29.4,792,4560,56,0,2,58,0.750425926
Quarter4,sweing,0.75,18.79,841,6240,45,0,1,52,0.750395513
Quarter4,sweing,0.7,21.82,1448,6120,40,0,1,51,0.700236601
Quarter4,sweing,0.7,30.33,512,4560,0,0,1,58,0.700211111
Quarter4,finishing,0.8,4.6,,3780,0,0,0,9,0.590617284
Quarter4,finishing,0.7,3.9,,960,0,0,0,8,0.5565625
Quarter4,sweing,0.5,27.48,609,6840,30,0,1,57,0.550403509
Quarter4,sweing,0.5,26.66,1448,6840,30,0,2,57,0.550349708
Quarter4,sweing,0.5,26.66,556,6960,23,0,2,58,0.500258046
Quarter4,finishing,0.7,2.9,,3360,0,0,0,8,0.410833333
Quarter4,finishing,0.75,2.9,,960,0,0,0,8,0.4078125
Quarter4,finishing,0.75,4.6,,3360,0,0,0,8,0.376597222
Quarter4,finishing,0.75,2.9,,3360,0,0,0,8,0.271875
Quarter1,finishing,0.8,4.6,,10500,0,0,0,25,0.936355556
Quarter1,finishing,0.75,4.6,,3360,0,0,0,8,0.813611111
Quarter1,sweing,0.8,15.26,1106,4080,63,0,0,34,0.800401961
Quarter1,sweing,0.75,29.4,622,6240,56,0,0,57,0.75075
Quarter1,sweing,0.75,18.79,1193,3960,45,0,0,33,0.75065101
Quarter1,sweing,0.75,29.4,1143,6840,45,0,0,57,0.750473684
Quarter1,sweing,0.75,18.79,895,6240,34,0,0,52,0.750395513
Quarter1,sweing,0.6,27.48,549,6720,38,0,0,56,0.707446429
Quarter1,sweing,0.7,21.82,1393,5640,30,0,0,52,0.700236601
Quarter1,sweing,0.6,26.66,1578,6840,38,0,0,57,0.700019883
Quarter1,sweing,0.7,30.33,254,1800,0,0,0,58,0.683550607
Quarter1,sweing,0.8,11.61,347,0,50,4,0,57,0.682433036
Quarter1,finishing,0.6,3.94,,960,0,0,0,8,0.673083333
Quarter1,finishing,0.7,2.9,,3360,0,0,0,8,0.664583333
Quarter1,sweing,0.6,26.66,692,6840,23,0,0,57,0.600239766
Quarter1,finishing,0.7,3.9,,960,0,0,0,8,0.585
Quarter1,sweing,0.8,30.1,934,6960,0,3.5,0,58,0.579511494
Quarter1,finishing,0.6,3.94,,3360,0,0,0,8,0.448722222
Quarter1,finishing,0.75,2.9,,960,0,0,0,8,0.447083333
Quarter1,finishing,0.8,4.6,,3360,0,0,0,8,0.350416667
Quarter1,finishing,0.7,3.9,,1200,0,0,0,10,0.92885
Quarter1,finishing,0.8,4.6,,10080,0,0,0,24,0.86037037
Quarter1,finishing,0.65,3.94,,960,0,0,0,8,0.806879167
Quarter1,sweing,0.65,26.66,1527,6840,65,0,0,57,0.800579532
Quarter1,sweing,0.8,15.26,1035,4080,63,0,0,34,0.800401961
Quarter1,finishing,0.75,2.9,,1200,0,0,0,10,0.8004
Quarter1,sweing,0.8,11.61,632,0,50,0,0,57,0.800309211
Quarter1,sweing,0.8,29.4,1231,4680,50,0,0,57,0.800149813
Quarter1,sweing,0.8,30.1,616,7080,0,0,0,59,0.800115819
Quarter1,finishing,0.75,4.6,,3360,0,0,0,8,0.773333333
Quarter1,sweing,0.75,18.79,947,2880,34,0,0,33,0.750797009
Quarter1,sweing,0.75,29.4,551,6840,45,0,0,57,0.750473684
Quarter1,sweing,0.75,18.79,935,6240,45,0,0,52,0.750395513
Quarter1,sweing,0.65,26.66,832,6780,55,0,0,57,0.750254867
Quarter1,sweing,0.65,27.48,544,6720,34,0,0,56,0.700903571
Quarter1,sweing,0.7,21.82,1511,3600,30,0,0,51,0.70013604
Quarter1,finishing,0.7,2.9,,3360,0,0,0,8,0.632361111
Quarter1,finishing,0.8,4.6,,3780,0,0,0,9,0.607654321
Quarter1,finishing,0.65,3.94,,3360,0,0,0,8,0.537919444
Quarter1,finishing,0.8,4.6,,3360,0,0,0,8,0.342361111
Quarter1,finishing,0.8,4.6,,4200,0,0,0,10,0.999533333
Quarter1,finishing,0.8,4.6,,6300,0,0,0,15,0.902962963
Quarter1,sweing,0.8,11.41,601,0,50,0,0,56,0.800701754
Quarter1,sweing,0.7,26.66,1562,6960,60,0,0,58,0.800566092
Quarter1,sweing,0.8,15.26,983,4080,50,0,0,34,0.800401961
Quarter1,sweing,0.8,29.4,1156,6840,50,0,0,57,0.800333333
Quarter1,sweing,0.8,30.1,29,7080,50,0,0,59,0.800115819
Quarter1,sweing,0.7,26.66,950,6960,50,0,0,58,0.750770115
Quarter1,sweing,0.75,29.4,534,6840,56,0,0,57,0.750473684
Quarter1,sweing,0.75,18.79,1096,6240,34,0,0,52,0.750395513
Quarter1,sweing,0.75,20.2,402,3120,45,0,0,33,0.750212553
Quarter1,finishing,0.75,4.6,,3360,0,0,0,8,0.702777778
Quarter1,sweing,0.7,27.48,573,6840,30,0,0,57,0.700659649
Quarter1,sweing,0.7,21.82,1313,5040,30,0,0,51,0.699984417
Quarter1,finishing,0.8,4.6,,3780,0,0,0,9,0.636049383
Quarter1,finishing,0.4,3.9,,6300,0,0,0,15,0.567377778
Quarter1,finishing,0.7,3.94,,3360,0,0,0,8,0.555430556
Quarter1,finishing,0.7,3.94,,3360,0,0,0,8,0.555430556
Quarter1,finishing,0.7,2.9,,3360,0,0,0,8,0.463194444
Quarter1,finishing,0.7,4.6,,3360,0,0,0,8,0.354444444
Quarter1,finishing,0.75,2.9,,3360,0,0,0,8,0.309333333
Quarter1,sweing,0.4,15.28,157,5400,0,6.5,1,45,0.30277037
Quarter1,finishing,0.8,4.6,,1200,0,0,0,10,0.939166667
Quarter1,finishing,0.8,4.6,,960,0,0,0,8,0.930416667
Quarter1,finishing,0.8,4.6,,1080,0,0,0,9,0.885925926
Quarter1,finishing,0.75,2.9,,960,0,0,0,8,0.83375
Quarter1,finishing,0.7,3.94,,960,0,0,0,8,0.806879167
Quarter1,finishing,0.7,3.94,,960,0,0,0,8,0.806058333
Quarter1,sweing,0.8,11.41,433,0,38,0,0,56,0.800701754
Quarter1,sweing,0.8,15.26,961,4080,50,0,0,34,0.800401961
Quarter1,sweing,0.8,29.4,1169,6840,63,0,0,57,0.800333333
Quarter1,sweing,0.8,30.1,874,3960,50,0,0,59,0.800055762
Quarter1,sweing,0.7,26.82,1028,6960,60,0,0,58,0.799975862
Quarter1,sweing,0.7,26.82,1772,6960,50,0,0,58,0.750651724
Quarter1,sweing,0.75,18.79,1206,6240,34,0,0,52,0.750395513
Quarter1,sweing,0.7,27.48,586,6960,40,0,0,58,0.700424138
Quarter1,sweing,0.7,21.82,1334,5760,30,0,0,53,0.700058333
Quarter1,finishing,0.8,4.6,,8400,0,0,0,20,0.684888889
Quarter1,finishing,0.7,4.6,,960,0,0,0,8,0.592083333
Quarter1,finishing,0.5,3.9,,960,0,0,0,8,0.5403125
Quarter1,sweing,0.8,29.4,30,6840,0,0,0,57,0.433263158
Quarter1,sweing,0.5,15.28,261,5520,0,0,1,46,0.404144928
Quarter1,sweing,0.75,18.79,52,3960,0,0,0,33,0.332146465
Quarter1,finishing,0.8,4.6,,2640,0,0,0,22,0.980984848
Quarter1,finishing,0.6,3.9,,960,0,0,0,8,0.950625
Quarter1,finishing,0.8,2.9,,1200,0,0,0,10,0.927291667
Quarter1,finishing,0.8,4.6,,1080,0,0,0,9,0.868888889
Quarter1,finishing,0.7,3.94,,960,0,0,0,8,0.812625
Quarter1,finishing,0.7,3.94,,960,0,0,0,8,0.812625
Quarter1,finishing,0.8,4.6,,1800,0,0,0,15,0.810111111
Quarter1,sweing,0.8,11.41,455,3420,50,0,0,56,0.800701754
Quarter1,sweing,0.8,29.4,797,1800,63,0,0,57,0.800534979
Quarter1,sweing,0.8,15.26,959,4080,50,0,0,34,0.800401961
Quarter1,sweing,0.7,26.82,1373,6960,50,0,0,58,0.750651724
Quarter1,sweing,0.75,18.79,1228,6240,45,0,0,52,0.750395513
Quarter1,sweing,0.7,26.82,1117,7080,50,0,0,59,0.750050847
Quarter1,sweing,0.7,27.48,230,6960,40,0,0,58,0.700424138
Quarter1,sweing,0.7,21.82,1390,6000,30,0,0,50,0.700422
Quarter1,sweing,0.6,15.28,529,1320,0,0,1,46,0.600099145
Quarter1,finishing,0.75,2.9,,960,0,0,0,8,0.453125
Quarter1,sweing,0.8,30.1,834,1200,0,4,0,59,0.366053523
Quarter1,sweing,0.35,22.53,1450,2640,0,0,1,39,0.26369382
Quarter1,finishing,0.8,4.6,,1080,0,0,0,9,0.868888889
Quarter1,sweing,0.8,15.26,986,4080,75,0,0,34,0.850520588
Quarter1,sweing,0.7,26.82,1267,8160,70,0,0,58,0.850045
Quarter1,finishing,0.8,4.6,,6000,0,0,0,25,0.825444444
Quarter1,finishing,0.35,3.94,,2400,0,0,0,10,0.80575
Quarter1,sweing,0.7,26.82,1195,6960,60,0,0,58,0.800746552
Quarter1,sweing,0.8,29.4,983,6840,63,0,1,57,0.800578947
Quarter1,sweing,0.8,11.41,471,3420,50,0,0,58,0.800034503
Quarter1,finishing,0.5,2.9,,960,0,0,0,8,0.7975
Quarter1,sweing,0.75,18.79,1226,3480,45,0,0,51,0.749987124
Quarter1,sweing,0.7,21.82,1251,6000,30,0,0,50,0.700422
Quarter1,finishing,0.7,3.94,,960,0,0,0,8,0.664875
Quarter1,finishing,0.7,3.94,,960,0,0,0,8,0.664875
Quarter1,finishing,0.8,2.9,,960,0,0,0,8,0.657083333
Quarter1,sweing,0.65,16.1,626,4200,0,0,1,45,0.65024031
Quarter1,finishing,0.8,4.6,,3600,0,0,0,15,0.590740741
Quarter1,finishing,0.65,3.9,,1920,0,0,0,8,0.528125
Quarter1,sweing,0.5,23.41,1379,2280,0,0,1,39,0.500528095
Quarter1,sweing,0.7,27.48,541,6960,24,0,1,58,0.408960345
Quarter2,finishing,0.8,4.6,,1440,0,0,0,12,0.951944444
Quarter2,finishing,0.8,4.6,,1080,0,0,0,9,0.945555556
Quarter2,finishing,0.75,2.9,,1080,0,0,0,9,0.929074074
Quarter2,finishing,0.75,3.94,,960,0,0,0,8,0.890604167
Quarter2,finishing,0.75,3.94,,960,0,0,0,8,0.890604167
Quarter2,finishing,0.7,3.9,,1200,0,0,0,10,0.884
Quarter2,finishing,0.5,3.94,,960,0,0,0,8,0.857916667
Quarter2,sweing,0.75,26.82,1082,6840,65,0,0,57,0.850084211
Quarter2,sweing,0.75,26.82,1254,6960,65,0,0,58,0.85007069
Quarter2,sweing,0.8,30.1,1278,3360,50,0,1,57,0.800511068
Quarter2,sweing,0.8,15.26,1064,4080,63,0,0,34,0.800401961
Quarter2,sweing,0.8,11.41,313,3420,50,0,0,58,0.800034503
Quarter2,finishing,0.8,2.9,,960,0,0,0,8,0.755208333
Quarter2,sweing,0.75,18.79,1239,5640,45,0,0,52,0.750371895
Quarter2,sweing,0.7,21.82,1335,6000,30,0,0,50,0.700422
Quarter2,sweing,0.7,16.1,928,4800,30,0,1,45,0.700106061
Quarter2,sweing,0.6,23.41,1266,2520,23,0,1,38,0.601037091
Quarter2,sweing,0.6,30.48,869,6720,0,0,1,56,0.600528571
